TIME + ID,,,,INPUTS,,,,,,OUTPUTS,,,,,
345,30-7.5-15-0-C,13:58,,30,7.5,15,0,C,,,,,,,
346,30-7.5-15-4-C,13:58,,30,7.5,15,4,C,,,,,,,
347,30-7.5-15-6-C,13:59,,30,7.5,15,6,C,,,,,,,
348,30-7.5-15-8-C,13:59,,30,7.5,15,8,C,,,,,,,
349,30-7.5-15-10-C,14:00,,30,7.5,15,10,C,,,,,,,
350,30-7.5-15-12-C,14:00,,30,7.5,15,12,C,,,,,,,
351,30-7.5-15-16-C,14:01,,30,7.5,15,16,C,,,,,,,
352,30-7.5-15-20-C,14:01,,30,7.5,15,20,C,,,,,,,
353,40-7.5-15-0-C,14:02,,40,7.5,15,0,C,,,,,,,
354,40-7.5-15-4-C,14:02,,40,7.5,15,4,C,,,,,,,
355,40-7.5-15-6-C,14:03,,40,7.5,15,6,C,,,,,,,
356,40-7.5-15-8-C,14:03,,40,7.5,15,8,C,,,,,,,
357,40-7.5-15-10-C,14:04,,40,7.5,15,10,C,,,,,,,
358,40-7.5-15-12-C,14:04,,40,7.5,15,12,C,,,,,,,
359,40-7.5-15-16-C,14:05,,40,7.5,15,16,C,,,,,,,
360,40-7.5-15-20-C,14:05,,40,7.5,15,20,C,,,,,,,
361,20-7.5-20-0-C,14:06,,20,7.5,20,0,C,,,,,,,
362,20-7.5-20-4-C,14:06,,20,7.5,20,4,C,,,,,,,
363,20-7.5-20-6-C,14:07,,20,7.5,20,6,C,,,,,,,
364,20-7.5-20-8-C,14:07,,20,7.5,20,8,C,,,,,,,
365,20-7.5-20-10-C,14:08,,20,7.5,20,10,C,,,,,,,
366,20-7.5-20-12-C,14:08,,20,7.5,20,12,C,,,,,,,
367,20-7.5-20-16-C,14:09,,20,7.5,20,16,C,,,,,,,
368,20-7.5-20-20-C,14:09,,20,7.5,20,20,C,,,,,,,
369,30-7.5-20-0-C,14:10,,30,7.5,20,0,C,,,,,,,
370,30-7.5-20-4-C,14:10,,30,7.5,20,4,C,,,,,,,
371,30-7.5-20-6-C,14:11,,30,7.5,20,6,C,,,,,,,
372,30-7.5-20-8-C,14:11,,30,7.5,20,8,C,,,,,,,
373,30-7.5-20-10-C,14:12,,30,7.5,20,10,C,,,,,,,
374,30-7.5-20-12-C,14:12,,30,7.5,20,12,C,,,,,,,
375,30-7.5-20-16-C,14:13,,30,7.5,20,16,C,,,,,,,
376,30-7.5-20-20-C,14:13,,30,7.5,20,20,C,,,,,,,
377,40-7.5-20-0-C,14:14,,40,7.5,20,0,C,,,,,,,
378,40-7.5-20-4-C,14:14,,40,7.5,20,4,C,,,,,,,
379,40-7.5-20-6-C,14:15,,40,7.5,20,6,C,,,,,,,
380,40-7.5-20-8-C,14:15,,40,7.5,20,8,C,,,,,,,
381,40-7.5-20-10-C,14:16,,40,7.5,20,10,C,,,,,,,
382,40-7.5-20-12-C,14:16,,40,7.5,20,12,C,,,,,,,
383,40-7.5-20-16-C,14:17,,40,7.5,20,16,C,,,,,,,
384,40-7.5-20-20-C,14:17,,40,7.5,20,20,C,,,,,,,
385,20-7.5-25-0-C,14:18,,20,7.5,25,0,C,,,,,,,
386,20-7.5-25-4-C,14:18,,20,7.5,25,4,C,,,,,,,
387,20-7.5-25-6-C,14:19,,20,7.5,25,6,C,,,,,,,
388,20-7.5-25-8-C,14:19,,20,7.5,25,8,C,,,,,,,
389,20-7.5-25-10-C,14:20,,20,7.5,25,10,C,,,,,,,
390,20-7.5-25-12-C,14:20,,20,7.5,25,12,C,,,,,,,
391,20-7.5-25-16-C,14:21,,20,7.5,25,16,C,,,,,,,
392,20-7.5-25-20-C,14:21,,20,7.5,25,20,C,,,,,,,
393,30-7.5-25-0-C,14:22,,30,7.5,25,0,C,,,,,,,
394,30-7.5-25-4-C,14:22,,30,7.5,25,4,C,,,,,,,
395,30-7.5-25-6-C,14:23,,30,7.5,25,6,C,,,,,,,
396,30-7.5-25-8-C,14:23,,30,7.5,25,8,C,,,,,,,
397,30-7.5-25-10-C,14:24,,30,7.5,25,10,C,,,,,,,
398,30-7.5-25-12-C,14:24,,30,7.5,25,12,C,,,,,,,
399,30-7.5-25-16-C,14:25,,30,7.5,25,16,C,,,,,,,
400,30-7.5-25-20-C,14:25,,30,7.5,25,20,C,,,,,,,
401,40-7.5-25-0-C,14:26,,40,7.5,25,0,C,,,,,,,
402,40-7.5-25-4-C,14:26,,40,7.5,25,4,C,,,,,,,
403,40-7.5-25-6-C,14:27,,40,7.5,25,6,C,,,,,,,
404,40-7.5-25-8-C,14:27,,40,7.5,25,8,C,,,,,,,
405,40-7.5-25-10-C,14:28,,40,7.5,25,10,C,,,,,,,
406,40-7.5-25-12-C,14:28,,40,7.5,25,12,C,,,,,,,
407,40-7.5-25-16-C,14:29,,40,7.5,25,16,C,,,,,,,
408,40-7.5-25-20-C,14:29,,40,7.5,25,20,C,,,,,,,
409,20-7.5-30-0-C,14:30,,20,7.5,30,0,C,,,,,,,
410,20-7.5-30-4-C,14:30,,20,7.5,30,4,C,,,,,,,
411,20-7.5-30-6-C,14:31,,20,7.5,30,6,C,,,,,,,
412,20-7.5-30-8-C,14:31,,20,7.5,30,8,C,,,,,,,
413,20-7.5-30-10-C,14:32,,20,7.5,30,10,C,,,,,,,
414,20-7.5-30-12-C,14:32,,20,7.5,30,12,C,,,,,,,
415,20-7.5-30-16-C,14:33,,20,7.5,30,16,C,,,,,,,
416,20-7.5-30-20-C,14:33,,20,7.5,30,20,C,,,,,,,
417,30-7.5-30-0-C,14:34,,30,7.5,30,0,C,,,,,,,
418,30-7.5-30-4-C,14:34,,30,7.5,30,4,C,,,,,,,
419,30-7.5-30-6-C,14:35,,30,7.5,30,6,C,,,,,,,
420,30-7.5-30-8-C,14:35,,30,7.5,30,8,C,,,,,,,
421,30-7.5-30-10-C,14:36,,30,7.5,30,10,C,,,,,,,
422,30-7.5-30-12-C,14:36,,30,7.5,30,12,C,,,,,,,
423,30-7.5-30-16-C,14:37,,30,7.5,30,16,C,,,,,,,
424,30-7.5-30-20-C,14:37,,30,7.5,30,20,C,,,,,,,
425,40-7.5-30-0-C,14:38,,40,7.5,30,0,C,,,,,,,
426,40-7.5-30-4-C,14:38,,40,7.5,30,4,C,,,,,,,
427,40-7.5-30-6-C,14:39,,40,7.5,30,6,C,,,,,,,
428,40-7.5-30-8-C,14:39,,40,7.5,30,8,C,,,,,,,
429,40-7.5-30-10-C,14:40,,40,7.5,30,10,C,,,,,,,
430,40-7.5-30-12-C,14:40,,40,7.5,30,12,C,,,,,,,
431,40-7.5-30-16-C,14:41,,40,7.5,30,16,C,,,,,,,
432,40-7.5-30-20-C,14:41,,40,7.5,30,20,C,,,,,,,
433,20-15-5-0-C,15:15,,20,15,5,0,C,,,,,,,
434,20-15-5-4-C,15:15,,20,15,5,4,C,,,,,,,
435,20-15-5-6-C,15:16,,20,15,5,6,C,,,,,,,
436,20-15-5-8-C,15:16,,20,15,5,8,C,,,,,,,
437,20-15-5-10-C,15:17,,20,15,5,10,C,,,,,,,
438,20-15-5-12-C,15:17,,20,15,5,12,C,,,,,,,
439,20-15-5-16-C,15:18,,20,15,5,16,C,,,,,,,
440,20-15-5-20-C,15:18,,20,15,5,20,C,,,,,,,
441,30-15-5-0-C,15:19,,30,15,5,0,C,,,,,,,
442,30-15-5-4-C,15:19,,30,15,5,4,C,,,,,,,
443,30-15-5-6-C,15:20,,30,15,5,6,C,,,,,,,
444,30-15-5-8-C,15:20,,30,15,5,8,C,,,,,,,
445,30-15-5-10-C,15:21,,30,15,5,10,C,,,,,,,
446,30-15-5-12-C,15:21,,30,15,5,12,C,,,,,,,
447,30-15-5-16-C,15:22,,30,15,5,16,C,,,,,,,
448,30-15-5-20-C,15:22,,30,15,5,20,C,,,,,,,
449,40-15-5-0-C,15:23,,40,15,5,0,C,,,,,,,
450,40-15-5-4-C,15:23,,40,15,5,4,C,,,,,,,
451,40-15-5-6-C,15:24,,40,15,5,6,C,,,,,,,
452,40-15-5-8-C,15:24,,40,15,5,8,C,,,,,,,
453,40-15-5-10-C,15:25,,40,15,5,10,C,,,,,,,
454,40-15-5-12-C,15:25,,40,15,5,12,C,,,,,,,
455,40-15-5-16-C,15:26,,40,15,5,16,C,,,,,,,
456,40-15-5-20-C,15:26,,40,15,5,20,C,,,,,,,
457,20-15-10-0-C,15:27,,20,15,10,0,C,,,,,,,
458,20-15-10-4-C,15:27,,20,15,10,4,C,,,,,,,
459,20-15-10-6-C,15:28,,20,15,10,6,C,,,,,,,
460,20-15-10-8-C,15:28,,20,15,10,8,C,,,,,,,
461,20-15-10-10-C,15:29,,20,15,10,10,C,,,,,,,
462,20-15-10-12-C,15:29,,20,15,10,12,C,,,,,,,
463,20-15-10-16-C,15:30,,20,15,10,16,C,,,,,,,
464,20-15-10-20-C,15:30,,20,15,10,20,C,,,,,,,
465,30-15-10-0-C,15:31,,30,15,10,0,C,,,,,,,
466,30-15-10-4-C,15:31,,30,15,10,4,C,,,,,,,
467,30-15-10-6-C,15:32,,30,15,10,6,C,,,,,,,
468,30-15-10-8-C,15:32,,30,15,10,8,C,,,,,,,
469,30-15-10-10-C,15:33,,30,15,10,10,C,,,,,,,
470,30-15-10-12-C,15:33,,30,15,10,12,C,,,,,,,
471,30-15-10-16-C,15:34,,30,15,10,16,C,,,,,,,
472,30-15-10-20-C,15:34,,30,15,10,20,C,,,,,,,
473,40-15-10-0-C,15:35,,40,15,10,0,C,,,,,,,
474,40-15-10-4-C,15:35,,40,15,10,4,C,,,,,,,
475,40-15-10-6-C,15:36,,40,15,10,6,C,,,,,,,
476,40-15-10-8-C,15:36,,40,15,10,8,C,,,,,,,
477,40-15-10-10-C,15:37,,40,15,10,10,C,,,,,,,
478,40-15-10-12-C,15:37,,40,15,10,12,C,,,,,,,
479,40-15-10-16-C,15:38,,40,15,10,16,C,,,,,,,
480,40-15-10-20-C,15:38,,40,15,10,20,C,,,,,,,
481,20-15-15-0-C,15:39,,20,15,15,0,C,,,,,,,
482,20-15-15-4-C,15:39,,20,15,15,4,C,,,,,,,
483,20-15-15-6-C,15:40,,20,15,15,6,C,,,,,,,
484,20-15-15-8-C,15:40,,20,15,15,8,C,,,,,,,
485,20-15-15-10-C,15:41,,20,15,15,10,C,,,,,,,
486,20-15-15-12-C,15:41,,20,15,15,12,C,,,,,,,
487,20-15-15-16-C,15:42,,20,15,15,16,C,,,,,,,
488,20-15-15-20-C,15:42,,20,15,15,20,C,,,,,,,
489,30-15-15-0-C,15:43,,30,15,15,0,C,,,,,,,
490,30-15-15-4-C,15:43,,30,15,15,4,C,,,,,,,
491,30-15-15-6-C,15:44,,30,15,15,6,C,,,,,,,
492,30-15-15-8-C,15:44,,30,15,15,8,C,,,,,,,
493,30-15-15-10-C,15:45,,30,15,15,10,C,,,,,,,
494,30-15-15-12-C,15:45,,30,15,15,12,C,,,,,,,
495,30-15-15-16-C,15:46,,30,15,15,16,C,,,,,,,
496,30-15-15-20-C,15:46,,30,15,15,20,C,,,,,,,
497,40-15-15-0-C,15:47,,40,15,15,0,C,,,,,,,
498,40-15-15-4-C,15:47,,40,15,15,4,C,,,,,,,
499,40-15-15-6-C,15:48,,40,15,15,6,C,,,,,,,
500,40-15-15-8-C,15:48,,40,15,15,8,C,,,,,,,
501,40-15-15-10-C,15:49,,40,15,15,10,C,,,,,,,
502,40-15-15-12-C,15:49,,40,15,15,12,C,,,,,,,
503,40-15-15-16-C,15:50,,40,15,15,16,C,,,,,,,
504,40-15-15-20-C,15:50,,40,15,15,20,C,,,,,,,
505,20-15-20-0-C,15:51,,20,15,20,0,C,,,,,,,
506,20-15-20-4-C,15:51,,20,15,20,4,C,,,,,,,
507,20-15-20-6-C,15:52,,20,15,20,6,C,,,,,,,
508,20-15-20-8-C,15:52,,20,15,20,8,C,,,,,,,
509,20-15-20-10-C,15:53,,20,15,20,10,C,,,,,,,
510,20-15-20-12-C,15:53,,20,15,20,12,C,,,,,,,
511,20-15-20-16-C,15:54,,20,15,20,16,C,,,,,,,
512,20-15-20-20-C,15:54,,20,15,20,20,C,,,,,,,
513,30-15-20-0-C,15:55,,30,15,20,0,C,,,,,,,
514,30-15-20-4-C,15:55,,30,15,20,4,C,,,,,,,
515,30-15-20-6-C,15:56,,30,15,20,6,C,,,,,,,
516,30-15-20-8-C,15:56,,30,15,20,8,C,,,,,,,
517,30-15-20-10-C,15:57,,30,15,20,10,C,,,,,,,
518,30-15-20-12-C,15:57,,30,15,20,12,C,,,,,,,
519,30-15-20-16-C,15:58,,30,15,20,16,C,,,,,,,
520,30-15-20-20-C,15:58,,30,15,20,20,C,,,,,,,
521,40-15-20-0-C,15:59,,40,15,20,0,C,,,,,,,
522,40-15-20-4-C,15:59,,40,15,20,4,C,,,,,,,
523,40-15-20-6-C,16:00,,40,15,20,6,C,,,,,,,
524,40-15-20-8-C,16:00,,40,15,20,8,C,,,,,,,
525,40-15-20-10-C,16:01,,40,15,20,10,C,,,,,,,
526,40-15-20-12-C,16:01,,40,15,20,12,C,,,,,,,
527,40-15-20-16-C,16:02,,40,15,20,16,C,,,,,,,
528,40-15-20-20-C,16:02,,40,15,20,20,C,,,,,,,
529,20-15-25-0-C,16:03,,20,15,25,0,C,,,,,,,
530,20-15-25-4-C,16:03,,20,15,25,4,C,,,,,,,
531,20-15-25-6-C,16:04,,20,15,25,6,C,,,,,,,
532,20-15-25-8-C,16:04,,20,15,25,8,C,,,,,,,
533,20-15-25-10-C,16:05,,20,15,25,10,C,,,,,,,
534,20-15-25-12-C,16:05,,20,15,25,12,C,,,,,,,
535,20-15-25-16-C,16:06,,20,15,25,16,C,,,,,,,
536,20-15-25-20-C,16:06,,20,15,25,20,C,,,,,,,
537,30-15-25-0-C,16:07,,30,15,25,0,C,,,,,,,
538,30-15-25-4-C,16:07,,30,15,25,4,C,,,,,,,
539,30-15-25-6-C,16:08,,30,15,25,6,C,,,,,,,
540,30-15-25-8-C,16:08,,30,15,25,8,C,,,,,,,
541,30-15-25-10-C,16:09,,30,15,25,10,C,,,,,,,
542,30-15-25-12-C,16:09,,30,15,25,12,C,,,,,,,
543,30-15-25-16-C,16:10,,30,15,25,16,C,,,,,,,
544,30-15-25-20-C,16:10,,30,15,25,20,C,,,,,,,
545,40-15-25-0-C,16:11,,40,15,25,0,C,,,,,,,
546,40-15-25-4-C,16:11,,40,15,25,4,C,,,,,,,
547,40-15-25-6-C,16:12,,40,15,25,6,C,,,,,,,
548,40-15-25-8-C,16:12,,40,15,25,8,C,,,,,,,
549,40-15-25-10-C,16:13,,40,15,25,10,C,,,,,,,
550,40-15-25-12-C,16:13,,40,15,25,12,C,,,,,,,
551,40-15-25-16-C,16:14,,40,15,25,16,C,,,,,,,
552,40-15-25-20-C,16:14,,40,15,25,20,C,,,,,,,
553,20-15-30-0-C,16:15,,20,15,30,0,C,,,,,,,
554,20-15-30-4-C,16:15,,20,15,30,4,C,,,,,,,
555,20-15-30-6-C,16:16,,20,15,30,6,C,,,,,,,
556,20-15-30-8-C,16:16,,20,15,30,8,C,,,,,,,
557,20-15-30-10-C,16:17,,20,15,30,10,C,,,,,,,
558,20-15-30-12-C,16:17,,20,15,30,12,C,,,,,,,
559,20-15-30-16-C,16:18,,20,15,30,16,C,,,,,,,
560,20-15-30-20-C,16:18,,20,15,30,20,C,,,,,,,
561,30-15-30-0-C,16:19,,30,15,30,0,C,,,,,,,
562,30-15-30-4-C,16:19,,30,15,30,4,C,,,,,,,
563,30-15-30-6-C,16:20,,30,15,30,6,C,,,,,,,
564,30-15-30-8-C,16:20,,30,15,30,8,C,,,,,,,
565,30-15-30-10-C,16:21,,30,15,30,10,C,,,,,,,
566,30-15-30-12-C,16:21,,30,15,30,12,C,,,,,,,
567,30-15-30-16-C,16:22,,30,15,30,16,C,,,,,,,
568,30-15-30-20-C,16:22,,30,15,30,20,C,,,,,,,
569,40-15-30-0-C,16:23,,40,15,30,0,C,,,,,,,
570,40-15-30-4-C,16:23,,40,15,30,4,C,,,,,,,
571,40-15-30-6-C,16:24,,40,15,30,6,C,,,,,,,
572,40-15-30-8-C,16:24,,40,15,30,8,C,,,,,,,
573,40-15-30-10-C,16:25,,40,15,30,10,C,,,,,,,
574,40-15-30-12-C,16:25,,40,15,30,12,C,,,,,,,
575,40-15-30-16-C,16:26,,40,15,30,16,C,,,,,,,
576,40-15-30-20-C,16:26,,40,15,30,20,C,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
